,airport_ref,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,wikipedia_link,small_airport,medium_airport,large_airport,frequency_mhz
33764,20049,KHHG,small_airport,Huntington Municipal Airport,40.8529014587,-85.4570999146,806,NA,US,US-IN,Huntington,no,KHHG,,,1,0,0,"[127.2, 122.8]"
33766,20050,KHHW,small_airport,Stan Stamper Municipal Airport,34.03480148,-95.54190063,572,NA,US,US-OK,Hugo,no,KHHW,HUJ,https://en.wikipedia.org/wiki/Stan_Stamper_Municipal_Airport,1,0,0,"[124.875, 119.025, 122.8]"
33768,20051,KHIE,small_airport,Mount Washington Regional Airport,44.367637,-71.544502,1074,NA,US,US-NH,Whitefield,no,KHIE,HIE,https://en.wikipedia.org/wiki/Mount_Washington_Regional_Airport,1,0,0,"[118.525, 122.4, 135.7, 122.4, 122.8]"
33770,20052,KHIG,small_airport,Higginsville Industrial Municipal Airport,39.07289886,-93.67749786,840,NA,US,US-MO,Higginsville,no,KHIG,,,1,0,0,[122.8]
33773,20055,KHJH,small_airport,Hebron Municipal Airport,40.1521987915,-97.5869979858,1466,NA,US,US-NE,Hebron,no,KHJH,,,1,0,0,"[118.525, 126.4, 122.9]"
33774,20056,KHJO,small_airport,Hanford Municipal Airport,36.31669998,-119.6279984,240,NA,US,US-CA,Hanford,no,KHJO,,https://en.wikipedia.org/wiki/Hanford_Municipal_Airport,1,0,0,"[123.9, 134.75, 122.8]"
33775,20057,KHKA,small_airport,Blytheville Municipal Airport,35.9403991699,-89.8308029175,255,NA,US,US-AR,Blytheville,no,KHKA,HKA,https://en.wikipedia.org/wiki/Blytheville_Municipal_Airport,1,0,0,"[135.025, 134.65, 123.05]"
33776,20058,KHKS,small_airport,Hawkins Field,32.33449936,-90.22219849,341,NA,US,US-MS,Jackson,no,KHKS,HKS,https://en.wikipedia.org/wiki/Hawkins_Field_(airport),1,0,0,"[123.9, 120.625, 121.9, 119.65, 121.9, 139.05, 119.65, 122.95]"
33779,20059,KHLB,small_airport,Hillenbrand Industries Airport,39.3445014954,-85.2583007812,973,NA,US,US-IN,Batesville,no,KHLB,HLB,,1,0,0,[122.725]
33780,20060,KHLC,small_airport,Hill City Municipal Airport,39.37879944,-99.83149719,2238,NA,US,US-KS,Hill City,no,KHLC,HLC,https://en.wikipedia.org/wiki/Hill_City_Municipal_Airport,1,0,0,"[118.425, 122.8, 122.65]"
33782,20062,KHLM,small_airport,Park Township Airport,42.795898,-86.162003,603,NA,US,US-MI,Holland,no,,HLM,https://en.wikipedia.org/wiki/Park_Township_Airport,1,0,0,"[119.8, 123.95, 112.1, 122.8]"
33785,20063,KHLX,small_airport,Twin County Airport,36.7661018372,-80.823600769,2693,NA,US,US-VA,Galax Hillsville,no,KHLX,,,1,0,0,"[126.0, 118.375, 122.8]"
33788,20064,KHMT,small_airport,Hemet Ryan Airport,33.7340011597,-117.023002625,1512,NA,US,US-CA,Hemet,no,KHMT,HMT,https://en.wikipedia.org/wiki/Hemet-Ryan_Airport,1,0,0,"[119.25, 118.375, 123.0]"
33790,20066,KHMZ,small_airport,Bedford County Airport,40.08530045,-78.5121994,1162,NA,US,US-PA,Bedford,no,KHMZ,,,1,0,0,"[124.4, 122.7]"
33791,20067,KHNB,small_airport,Huntingburg Airport,38.2490005493,-86.9536972046,529,NA,US,US-IN,Huntingburg,no,KHNB,HNB,https://en.wikipedia.org/wiki/Huntingburg_Airport,1,0,0,"[126.4, 118.25, 118.8, 122.8]"
33792,20068,KHND,small_airport,Henderson Executive Airport,35.9728012085,-115.134002686,2492,NA,US,US-NV,Las Vegas,no,KHND,HSH,https://en.wikipedia.org/wiki/Henderson_Executive_Airport,1,0,0,"[118.4, 120.775, 125.1, 127.8, 122.35, 125.1, 122.95]"
33793,20069,KHNR,small_airport,Harlan Municipal Airport,41.584400177,-95.3395996094,1231,NA,US,US-IA,Harlan,no,KHNR,,,1,0,0,"[124.5, 118.325, 122.8]"
33794,20070,KHNZ,small_airport,Henderson Oxford Airport,36.36159897,-78.52919769,526,NA,US,US-NC,Oxford,no,KHNZ,,,1,0,0,"[132.35, 118.625, 122.8]"
33796,20072,KHOC,small_airport,Highland County Airport,39.1888008118,-83.5388031006,977,NA,US,US-OH,Hillsboro,no,KHOC,,,1,0,0,"[118.175, 134.0, 122.2, 123.05]"
33797,20073,KHOE,small_airport,Homerville Airport,31.0559005737,-82.7741012573,186,NA,US,US-GA,Homerville,no,KHOE,,,1,0,0,"[119.525, 122.9]"
33803,20074,KHPT,small_airport,Hampton Municipal Airport,42.7237014771,-93.2263031006,1176,NA,US,US-IA,Hampton,no,KHPT,HPT,,1,0,0,"[134.0, 122.7]"
33804,20075,KHPY,small_airport,Baytown Airport,29.7861003876,-94.9526977539,34,NA,US,US-TX,Baytown,no,KHPY,HPY,https://en.wikipedia.org/wiki/Baytown_Airport,1,0,0,"[134.45, 122.8]"
33805,20076,KHQG,small_airport,Hugoton Municipal Airport,37.1631012,-101.3710022,3134,NA,US,US-KS,Hugoton,no,KHQG,,,1,0,0,"[118.6, 134.0, 122.8]"
33807,20077,KHQU,small_airport,Thomson-McDuffie County Airport,33.52970123,-82.51650238,501,NA,US,US-GA,Thomson,no,KHQU,,,1,0,0,"[126.8, 120.625, 122.8]"
33808,20078,KHQZ,small_airport,Mesquite Metro Airport,32.7470016479,-96.5304031372,447,NA,US,US-TX,Mesquite,no,KHQZ,,,1,0,0,"[125.2, 118.175, 123.05]"
33809,20079,KHRI,small_airport,Hermiston Municipal Airport,45.828223,-119.259024,644,NA,US,US-OR,Hermiston,no,KHRI,HES,https://en.wikipedia.org/wiki/Hermiston_Municipal_Airport,1,0,0,"[133.15, 135.225, 122.8]"
33810,20080,KHRJ,small_airport,Harnett Regional Jetport Airport,35.379398,-78.733002,202,NA,US,US-NC,Erwin,no,KHRJ,,https://en.wikipedia.org/wiki/Harnett_County_Airport,1,0,0,"[125.175, 119.025, 122.7]"
33814,20082,KHRU,small_airport,Herington Regional Airport,38.6946983337,-96.8079986572,1480,NA,US,US-KS,Herington,no,KHRU,,https://en.wikipedia.org/wiki/Herington_Regional_Airport,1,0,0,"[127.35, 122.9]"
33815,20083,KHRX,small_airport,Hereford Municipal Airport,34.85779953,-102.3259964,3788,NA,US,US-TX,Hereford,no,KHRX,,,1,0,0,"[119.5, 122.8]"
33816,20084,KHSA,small_airport,Stennis International Airport,30.3677997589,-89.4545974731,23,NA,US,US-MS,Bay St Louis,no,KHSA,,,1,0,0,"[124.6, 118.375, 124.325, 121.725, 127.15, 123.0]"
33817,20085,KHSB,small_airport,Harrisburg-Raleigh Airport,37.81129837,-88.5503006,398,NA,US,US-IL,Harrisburg,no,KHSB,HSB,,1,0,0,"[135.925, 125.3, 122.8]"
33818,20086,KHSD,small_airport,Sundance Airpark,35.6017990112,-97.706199646,1193,NA,US,US-OK,Oklahoma City,no,KHSD,,,1,0,0,"[124.6, 123.7, 122.7]"
33819,20087,KHSE,small_airport,Billy Mitchell Airport,35.23279953,-75.6177978516,17,NA,US,US-NC,Hatteras,no,KHSE,HNC,https://en.wikipedia.org/wiki/Billy_Mitchell_Airport,1,0,0,"[119.75, 118.375, 122.9, 122.3]"
33821,20088,KHSI,small_airport,Hastings Municipal Airport,40.6053009033,-98.4279022217,1961,NA,US,US-NE,Hastings,no,KHSI,HSI,https://en.wikipedia.org/wiki/Hastings_Municipal_Airport,1,0,0,"[120.525, 119.4, 108.8, 122.8]"
33822,20089,KHSP,small_airport,Ingalls Field,37.95140076,-79.83390045,3793,NA,US,US-VA,Hot Springs,no,KHSP,HSP,,1,0,0,"[118.8, 134.4, 123.0]"
33823,20090,KHSR,small_airport,Hot Springs Municipal Airport,43.36819839,-103.3880005,3150,NA,US,US-SD,Hot Springs,no,KHSR,,,1,0,0,"[127.95, 122.8]"
33826,20091,KHTH,small_airport,Hawthorne Industrial Airport,38.544399,-118.634002,4215,NA,US,US-NV,Hawthorne,no,KHTH,HTH,https://en.wikipedia.org/wiki/Hawthorne_Municipal_Airport_(Nevada),1,0,0,"[114.1, 122.8]"
33827,20092,KHTL,small_airport,Roscommon County - Blodgett Memorial Airport,44.359798,-84.671095,1150,NA,US,US-MI,Houghton Lake,no,KHTL,HTL,https://en.wikipedia.org/wiki/Roscommon_County_Airport,1,0,0,"[111.6, 132.9, 122.35, 122.8]"
33828,20093,KHTO,small_airport,East Hampton Airport,40.95959854,-72.25180054,55,NA,US,US-NY,East Hampton,no,KHTO,HTO,https://en.wikipedia.org/wiki/East_Hampton_Airport,1,0,0,"[132.25, 118.95, 122.1, 122.7]"
33830,20094,KHTW,small_airport,Lawrence County Airpark,38.4193,-82.494301,568,NA,US,US-OH,Chesapeake/Huntington Wva,no,KHTW,HTW,https://en.wikipedia.org/wiki/Lawrence_County_Airpark,1,0,0,[122.7]
33834,20096,KHUM,small_airport,Houma Terrebonne Airport,29.5664997101,-90.6604003906,10,NA,US,US-LA,Houma,no,KHUM,HUM,https://en.wikipedia.org/wiki/Houma%E2%80%93Terrebonne_Airport,1,0,0,"[118.9, 120.25, 118.35, 125.3, 121.8, 125.3, 122.95]"
33836,20097,KHVC,small_airport,Hopkinsville Christian County Airport,36.8569984436,-87.4551010132,564,NA,US,US-KY,Hopkinsville,no,KHVC,,,1,0,0,"[118.1, 132.575, 122.8]"
33837,20098,KHVE,small_airport,Hanksville Airport,38.4179992676,-110.70400238,4444,NA,US,US-UT,Hanksville,no,KHVE,HVE,,1,0,0,"[122.65, 122.8]"
33840,20100,KHVS,small_airport,Hartsville Regional Airport,34.4030990601,-80.1192016602,364,NA,US,US-SC,Hartsville,no,KHVS,HVS,https://en.wikipedia.org/wiki/Hartsville_Regional_Airport,1,0,0,"[125.4, 118.225, 122.8]"
33842,20101,KHWD,small_airport,Hayward Executive Airport,37.659198761,-122.122001648,52,NA,US,US-CA,Hayward,no,KHWD,HWD,https://en.wikipedia.org/wiki/Hayward_Executive_Airport,1,0,0,"[35.41, 124.4, 126.7, 128.05, 120.2, 121.4, 118.9, 122.95]"
33843,20102,KHWO,small_airport,North Perry Airport,26.0012,-80.2407,8,NA,US,US-FL,Hollywood,no,KHWO,HWO,https://en.wikipedia.org/wiki/North_Perry_Airport,1,0,0,"[128.6, 135.475, 132.1, 120.45, 132.1, 122.95]"
33844,20103,KHWQ,small_airport,Wheatland County At Harlowton Airport,46.448601,-109.852997,4311,NA,US,US-MT,Harlowton,no,KHWQ,,,1,0,0,"[122.9, 122.4]"
33845,20104,KHWV,small_airport,Brookhaven Airport,40.8218994141,-72.8694000244,81,NA,US,US-NY,Shirley,no,KHWV,WSH,https://en.wikipedia.org/wiki/Brookhaven_Airport,1,0,0,"[118.0, 119.625, 133.2, 122.8]"
33846,21359,KHWY,small_airport,Warrenton Fauquier Airport,38.5863,-77.710602,336,NA,US,US-VA,Midland,no,KHWY,,,1,0,0,"[124.65, 122.7]"
33847,20105,KHXD,small_airport,Hilton Head Airport,32.2243995667,-80.6975021362,19,NA,US,US-SC,Hilton Head Island,no,KHXD,HHH,,1,0,0,"[125.3, 121.4, 121.1, 121.1, 122.55, 118.975, 123.0]"
33848,20106,KHXF,small_airport,Hartford Municipal Airport,43.34930038,-88.39109802,1069,NA,US,US-WI,Hartford,no,KHXF,,,1,0,0,"[125.35, 123.0]"
33853,20110,KHYW,small_airport,Conway Horry County Airport,33.82849884,-79.12220001,35,NA,US,US-SC,Conway,no,KHYW,,,1,0,0,"[127.4, 122.7]"
33854,20111,KHYX,small_airport,Saginaw County H.W. Browne Airport,43.4333992,-83.86229706,601,NA,US,US-MI,Saginaw,no,KHYX,,,1,0,0,"[120.95, 118.325, 122.2, 122.8]"
33855,20112,KHZD,small_airport,Carroll County Airport,36.08929825,-88.46330261,497,NA,US,US-TN,Huntingdon,no,KHZD,,,1,0,0,"[133.275, 134.65, 122.8]"
33856,20113,KHZE,small_airport,Mercer County Regional Airport,47.28990173,-101.5810013,1814,NA,US,US-ND,Hazen,no,KHZE,,https://en.wikipedia.org/wiki/Mercer_County_Regional_Airport,1,0,0,"[124.25, 122.8]"
33857,20114,KHZL,small_airport,Hazleton Municipal Airport,40.9868011475,-75.9949035645,1603,NA,US,US-PA,Hazleton,no,KHZL,HZL,https://en.wikipedia.org/wiki/Hazleton_Municipal_Airport,1,0,0,"[126.3, 119.975, 121.7, 123.0]"
33858,20115,KHZR,small_airport,False River Regional Airport,30.71829987,-91.47869873,40,NA,US,US-LA,New Roads,no,KHZR,,,1,0,0,"[120.3, 122.8]"
33859,20116,KHZX,small_airport,Isedor Iverson Airport,46.6188011169,-93.3097991943,1228,NA,US,US-MN,Mc Gregor,no,KHZX,,,1,0,0,"[127.9, 119.575, 122.9]"
33863,20118,KI06,small_airport,City of Tulia-Swisher County Municipal Airport,34.56679916,-101.7809982,3503,NA,US,US-TX,Tulia,no,KI06,,,1,0,0,[122.7]
33864,20119,KI10,small_airport,Noble County Airport,39.8009986877,-81.5363006592,879,NA,US,US-OH,Caldwell,no,KI10,,,1,0,0,"[124.45, 122.8]"
33865,20120,KI12,small_airport,Sidney Municipal Airport,40.241402,-84.150902,1044,NA,US,US-OH,Sidney,no,KSCA,,https://en.wikipedia.org/wiki/Sidney_Municipal_Airport_(Ohio),1,0,0,"[127.65, 120.425, 117.5, 123.05]"
33866,20121,KI16,small_airport,Kee Field,37.6003990173,-81.5593032837,1783,NA,US,US-WV,Pineville,no,KI16,,,1,0,0,"[120.625, 126.575, 117.7, 122.8]"
33867,20122,KI17,small_airport,Piqua Airport-Hartzell Field,40.16469955,-84.30840302,994,NA,US,US-OH,Piqua,no,KI17,,,1,0,0,"[134.45, 117.5, 123.0]"
33868,20123,KI18,small_airport,Jackson County Airport,38.9297981262,-81.8195037842,758,NA,US,US-WV,Ravenswood,no,KI18,,,1,0,0,"[128.4, 121.3, 122.8]"
33869,20125,KI22,small_airport,Randolph County Airport,40.1688995361,-84.9256973267,1119,NA,US,US-IN,Winchester,no,KI22,,,1,0,0,"[134.45, 123.0]"
33870,20126,KI23,small_airport,Fayette County Airport,39.570400238,-83.420501709,980,NA,US,US-OH,Washington Court House,no,KI23,,,1,0,0,"[132.3, 118.775, 122.8]"
33871,20127,KI34,small_airport,Greensburg Municipal Airport,39.32690048,-85.52249908,912,NA,US,US-IN,Greensburg,no,KI34,,https://en.wikipedia.org/wiki/Greensburg-Decatur_County_Airport,1,0,0,"[127.15, 122.9, 122.25]"
33872,20128,KI35,small_airport,Tucker Guthrie Memorial Airport,36.8592987061,-83.3584976196,1551,NA,US,US-KY,Harlan,no,KI35,,,1,0,0,"[118.35, 122.8]"
33874,20130,KI40,small_airport,Richard Downing Airport,40.3092002869,-81.8534011841,979,NA,US,US-OH,Coshocton,no,I40,,,1,0,0,"[118.875, 124.45, 123.0]"
33875,20131,KI43,small_airport,James A Rhodes Airport,38.9813995361,-82.5779037476,726,NA,US,US-OH,Jackson,no,KI43,,,1,0,0,"[128.4, 118.825, 122.7]"
33876,20132,KI50,small_airport,Stanton Airport,37.8501014709,-83.8458023071,651,NA,US,US-KY,Stanton,no,KI50,,https://en.wikipedia.org/wiki/Stanton_Airport,1,0,0,[122.8]
33877,20133,KI53,small_airport,Liberty-Casey County Airport,37.308691,-85.059304,1040,NA,US,US-KY,Liberty,no,53KT,,,1,0,0,[122.9]
33878,20134,KI54,small_airport,Mad River Airpark,40.0201,-83.828499,958,NA,US,US-OH,Tremont City,no,,,,1,0,0,[123.0]
33879,20135,KI58,small_airport,Santa Rosa Route 66 Airport,34.93439865,-104.6429977,4792,NA,US,US-NM,Santa Rosa,no,KSXU,,https://en.wikipedia.org/wiki/Santa_Rosa_Route_66_Airport,1,0,0,[122.8]
33880,20136,KI63,small_airport,Mount Sterling Municipal Airport,39.98749924,-90.80419922,734,NA,US,US-IL,Mount Sterling,no,KI63,,,1,0,0,"[135.525, 122.8]"
33881,20137,KI64,small_airport,Wakeman Airport,41.2930984497,-82.3706970215,848,NA,US,US-OH,Wakeman,no,KI64,,,1,0,0,[122.8]
33882,20138,KI66,small_airport,Clinton County Airport,39.5033,-83.862801,1033,NA,US,US-OH,Wilmington,no,KI66,,,1,0,0,"[118.85, 124.175, 123.0]"
33883,20139,KI67,small_airport,Cincinnati West Airport,39.2588996887,-84.7742996216,584,NA,US,US-OH,Harrison,no,KI67,,,1,0,0,"[128.7, 123.0]"
33884,20140,KI68,small_airport,Warren County Airport/John Lane Field,39.4622001648,-84.2518005371,898,NA,US,US-OH,Lebanon,no,I68,,,1,0,0,"[118.85, 118.925, 119.4, 126.5, 123.075]"
33885,20141,KI69,small_airport,Clermont County Airport,39.07839966,-84.21019745,843,NA,US,US-OH,Batavia,no,KI69,,,1,0,0,"[121.0, 124.9, 122.975]"
33886,20142,KI71,small_airport,Morgan County Airport,39.6542015076,-81.8031997681,1000,NA,US,US-OH,Mc Connelsville,no,KI71,,,1,0,0,[122.8]
33887,20143,KI73,small_airport,Moraine Air Park,39.682598114,-84.2429962158,720,NA,US,US-OH,Dayton,no,KI73,,,1,0,0,[122.7]
33888,20144,KI74,small_airport,Grimes Field,40.13259888,-83.75340271,1068,NA,US,US-OH,Urbana,no,KI74,,,1,0,0,"[127.65, 118.325, 122.7]"
33889,20145,KI75,small_airport,Osceola Municipal Airport,41.0522003174,-93.6896972656,1110,NA,US,US-IA,Osceola,no,KI75,,,1,0,0,"[135.2, 122.8]"
33890,20146,KI76,small_airport,Peru Municipal Airport,40.7863006592,-86.1464004517,779,NA,US,US-IN,Peru,no,KI76,,,1,0,0,"[121.05, 109.8, 122.8]"
33891,20147,KI86,small_airport,Perry County Airport,39.6916007996,-82.1977996826,1051,NA,US,US-OH,New Lexington,no,KI86,,,1,0,0,"[124.45, 122.8]"
33892,20148,KI93,small_airport,Breckinridge County Airport,37.784814,-86.441295,735,NA,US,US-KY,Hardinsburg,no,KI93,,,1,0,0,[122.9]
33893,20149,KI95,small_airport,Hardin County Airport,40.6106987,-83.6436004639,1024,NA,US,US-OH,Kenton,no,KI95,,,1,0,0,"[128.075, 122.8]"
33900,20151,KIBM,small_airport,Kimball Municipal Robert E Arraj Field,41.1880989075,-103.6770019531,4926,NA,US,US-NE,Kimball,no,KIBM,,,1,0,0,"[118.075, 125.9, 122.8]"
33901,20152,KICL,small_airport,Schenck Field,40.72180176,-95.02639771,996,NA,US,US-IA,Clarinda,no,KICL,ICL,,1,0,0,"[132.025, 119.6, 122.8]"
33902,21056,KICR,small_airport,Winner Regional Airport,43.39020157,-99.84210205,2033,NA,US,US-SD,Winner,no,KICR,,,1,0,0,"[126.775, 112.8, 122.8]"
33905,20153,KIDG,small_airport,Ida Grove Municipal Airport,42.3325996399,-95.4449005127,1245,NA,US,US-IA,Ida Grove,no,KIDG,,,1,0,0,[122.8]
33906,20154,KIDI,small_airport,Indiana County/Jimmy Stewart Fld/ Airport,40.63219833,-79.10549927,1405,NA,US,US-PA,Indiana,no,KIDI,IDI,https://en.wikipedia.org/wiki/Indiana_County-Jimmy_Stewart_Airport,1,0,0,"[126.625, 121.2, 122.8]"
33907,20155,KIDL,small_airport,Indianola Municipal Airport,33.485699,-90.678902,126,NA,US,US-MS,Indianola,no,KIDL,,https://en.wikipedia.org/wiki/Indianola_Municipal_Airport,1,0,0,"[135.875, 122.8]"
33908,20156,KIDP,small_airport,Independence Municipal Airport,37.1584014893,-95.7783966064,825,NA,US,US-KS,Independence,no,KIDP,IDP,https://en.wikipedia.org/wiki/Independence_Municipal_Airport_(Kansas),1,0,0,"[132.9, 118.525, 121.65, 122.7]"
33909,20157,KIEN,small_airport,Pine Ridge Airport,43.0224990845,-102.511001587,3333,NA,US,US-SD,Pine Ridge,no,KIEN,XPR,https://en.wikipedia.org/wiki/Pine_Ridge_Airport,1,0,0,"[126.775, 127.95, 122.9]"
33910,20158,KIER,small_airport,Natchitoches Regional Airport,31.7357006073,-93.0990982056,121,NA,US,US-LA,Natchitoches,no,KIER,,,1,0,0,"[132.05, 119.025, 122.8]"
33911,20159,KIFA,small_airport,Iowa Falls Municipal Airport,42.4707984924,-93.2699966431,1137,NA,US,US-IA,Iowa Falls,no,KIFA,IFA,,1,0,0,"[118.9, 122.8]"
33912,20160,KIFP,small_airport,Laughlin Bullhead International Airport,35.15739822,-114.5599976,701,NA,US,US-AZ,Bullhead City,yes,KIFP,IFP,https://en.wikipedia.org/wiki/Laughlin/Bullhead_International_Airport,1,0,0,"[118.25, 134.65, 123.9, 118.25, 123.9]"
33913,20161,KIGM,small_airport,Kingman Airport,35.2594985962,-113.93800354,3449,NA,US,US-AZ,Kingman,yes,KIGM,IGM,https://en.wikipedia.org/wiki/Kingman_Airport_(Arizona),1,0,0,"[119.275, 108.8, 122.8]"
33914,20162,KIGQ,small_airport,Lansing Municipal Airport,41.5349006653,-87.5295028687,620,NA,US,US-IL,Chicago,no,KIGQ,,,1,0,0,"[118.4, 119.275, 122.1, 122.7]"
33916,20164,KIIB,small_airport,Independence Municipal Airport,42.45360184,-91.94760132,979,NA,US,US-IA,Independence,no,KIIB,,,1,0,0,"[118.9, 118.275, 122.8]"
33917,20165,KIIY,small_airport,Washington Wilkes County Airport,33.77939987,-82.81580353,646,NA,US,US-GA,Washington,no,KIIY,,,1,0,0,"[127.5, 118.375, 122.7]"
33918,20166,KIJD,small_airport,Windham Airport,41.7439994812,-72.1802978516,247,NA,US,US-CT,Willimantic,no,KIJD,,,1,0,0,"[119.45, 133.675, 128.6, 127.8, 110.0, 122.975]"
33919,20167,KIJX,small_airport,Jacksonville Municipal Airport,39.7746009827,-90.2382965088,624,NA,US,US-IL,Jacksonville,no,KIJX,,,1,0,0,"[118.45, 108.6, 118.45, 122.8]"
33920,20168,KIKG,small_airport,Kleberg County Airport,27.55089951,-98.03089905,130,NA,US,US-TX,Kingsville,no,KIKG,,,1,0,0,"[119.9, 119.075, 119.9, 122.7]"
33922,20170,KIKV,small_airport,Ankeny Regional Airport,41.6913986206,-93.5663986206,910,NA,US,US-IA,Ankeny,no,KIKV,,,1,0,0,"[123.9, 119.175, 126.65, 122.9]"
33924,20171,KILE,small_airport,Skylark Field,31.0858001709,-97.6865005493,848,NA,US,US-TX,Killeen,no,KILE,ILE,https://en.wikipedia.org/wiki/Skylark_Field,1,0,0,"[120.075, 128.575, 121.7, 122.7]"
33929,20174,KIML,small_airport,Imperial Municipal Airport,40.50930023,-101.6210022,3275,NA,US,US-NE,Imperial,no,KIML,IML,,1,0,0,"[124.175, 132.7, 122.8]"
33930,20175,KIMM,small_airport,Immokalee Regional Airport,26.43320084,-81.40100098,37,NA,US,US-FL,Immokalee,no,KIMM,IMM,https://en.wikipedia.org/wiki/Immokalee_Regional_Airport,1,0,0,"[119.75, 122.9]"
33931,20176,KIMS,small_airport,Madison Municipal Airport,38.75889969,-85.46549988,819,NA,US,US-IN,Madison,no,KIMS,MDN,https://en.wikipedia.org/wiki/Madison_Municipal_Airport_(Indiana),1,0,0,"[123.675, 119.175, 122.8]"
33932,20177,KIMT,small_airport,Ford Airport,45.8184013367,-88.1145019531,1182,NA,US,US-MI,Iron Mountain / Kingsford,no,KIMT,IMT,https://en.wikipedia.org/wiki/Ford_Airport_(Iron_Mountain),1,0,0,"[119.025, 121.25, 111.2, 122.8]"
33934,21398,KINF,small_airport,Inverness Airport,28.808599,-82.316498,50,NA,US,US-FL,Inverness,no,KINF,,,1,0,0,[122.725]
33935,20178,KINJ,small_airport,Hillsboro Municipal Airport,32.0835,-97.097198,686,NA,US,US-TX,Hillsboro,no,KINJ,,https://en.wikipedia.org/wiki/Hillsboro_Municipal_Airport_(Texas),1,0,0,"[135.2, 118.725, 122.9]"
33938,20179,KINS,small_airport,Creech Air Force Base,36.5872001648,-115.672996521,3133,NA,US,US-NV,Indian Springs,no,KINS,INS,https://en.wikipedia.org/wiki/Creech_Air_Force_Base,1,0,0,"[121.125, 118.3, 119.35, 32.39, 139.3, 118.3]"
33941,20181,KIOB,small_airport,Mount Sterling Montgomery County Airport,38.05810165,-83.979599,1019,NA,US,US-KY,Mount Sterling,no,KIOB,,,1,0,0,"[120.15, 120.675, 122.8]"
33942,20182,KIOW,small_airport,Iowa City Municipal Airport,41.6391983032,-91.5465011597,668,NA,US,US-IA,Iowa City,no,KIOW,IOW,https://en.wikipedia.org/wiki/Iowa_City_Municipal_Airport,1,0,0,"[119.7, 128.075, 119.05, 122.25, 122.8]"
33943,20183,KIPJ,small_airport,Lincolnton Lincoln County Regional Airport,35.483299,-81.161301,877,NA,US,US-NC,Lincolnton,no,KIPJ,,https://en.wikipedia.org/wiki/Lincolnton-Lincoln_County_Regional_Airport,1,0,0,"[134.75, 119.675, 124.9, 123.05]"
33948,20185,KIRS,small_airport,Kirsch Municipal Airport,41.81330109,-85.43900299,924,NA,US,US-MI,Sturgis,no,KIRS,IRS,,1,0,0,"[121.2, 121.325, 133.55, 123.05]"
33949,20186,KISB,small_airport,Sibley Municipal Airport,43.36949921,-95.75980377,1538,NA,US,US-IA,Sibley,no,KISB,,,1,0,0,"[132.05, 122.8]"
33954,20190,KISQ,small_airport,Schoolcraft County Airport,45.97460175,-86.17179871,684,NA,US,US-MI,Manistique,no,KISQ,ISQ,,1,0,0,"[110.4, 122.25, 122.8]"
33955,20191,KISW,small_airport,Alexander Field South Wood County Airport,44.3602981567,-89.8389968872,1021,NA,US,US-WI,Wisconsin Rapids,no,KISW,ISW,https://en.wikipedia.org/wiki/South_Wood_County_Airport,1,0,0,"[126.575, 124.4, 122.45, 122.8]"
33958,20194,KITR,small_airport,Kit Carson County Airport,39.2425003052,-102.2850036621,4219,NA,US,US-CO,Burlington,no,KITR,,,1,0,0,"[135.225, 132.5, 122.8]"
33960,20195,KIWD,small_airport,Gogebic Iron County Airport,46.5275001526,-90.131401062,1230,NA,US,US-MI,Ironwood,no,KIWD,IWD,https://en.wikipedia.org/wiki/Gogebic-Iron_County_Airport,1,0,0,"[125.175, 133.55, 122.3, 122.8]"
33961,20196,KIWH,small_airport,Wabash Municipal Airport,40.7620010376,-85.7987976074,796,NA,US,US-IN,Wabash,no,KIWH,,,1,0,0,"[121.05, 122.8]"
33962,20197,KIWI,small_airport,Wiscasset Airport,43.9613990784,-69.712600708,70,NA,US,US-ME,Wiscasset,no,KIWI,ISS,https://en.wikipedia.org/wiki/Wiscasset_Airport,1,0,0,"[118.15, 135.725, 122.8]"
33963,20198,KIWS,small_airport,West Houston Airport,29.8181991577,-95.6725997925,111,NA,US,US-TX,Houston,no,KIWS,IWS,https://en.wikipedia.org/wiki/West_Houston_Airport,1,0,0,"[123.8, 121.15, 123.05]"
33965,20199,KIXD,small_airport,New Century Aircenter Airport,38.8308982849,-94.890296936,1087,NA,US,US-KS,Olathe,no,KIXD,JCI,https://en.wikipedia.org/wiki/New_Century_AirCenter,1,0,0,"[118.9, 135.325, 133.0, 124.3, 46.9, 133.0, 122.95]"
33966,20200,KIYK,small_airport,Inyokern Airport,35.65879822,-117.8300018,2457,NA,US,US-CA,Inyokern,no,KIYK,IYK,https://en.wikipedia.org/wiki/Inyokern_Airport,1,0,0,"[133.65, 122.8]"
33968,20201,KIZA,small_airport,Santa Ynez Airport,34.60680008,-120.0759964,674,NA,US,US-CA,Santa Ynez,no,KIZA,SQA,https://en.wikipedia.org/wiki/Santa_Ynez_Airport,1,0,0,"[124.15, 118.075, 122.8]"
33969,20202,KIZG,small_airport,Eastern Slopes Regional Airport,43.9911003113,-70.9478988647,454,NA,US,US-ME,Fryeburg,no,KIZG,FRY,https://en.wikipedia.org/wiki/Eastern_Slopes_Regional_Airport,1,0,0,"[125.5, 135.775, 122.55, 122.8]"
